Issue key,Issue id,Parent id,Summary,Issue Type,Status,Resolution,Assignee,Created,Updated,Resolved,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Custom field (Estimated Points),Custom field (Actual Points)
RDHD-22314,1055444,,smartconfig error when 'gitate relinfo --no-fetch release' cannot provide an answer,Bug,Closed,Done,sachin.nadgouda,19/Sep/17 11:31 AM,07/Nov/17 4:24 PM,10/Oct/17 9:58 AM,Done in 2017-10,,,smartconfig,,,6.0,8.0
RDHD-22316,1055486,,System Finder  in container on new production server,Enhancement,Closed,Done,sachin.nadgouda,19/Sep/17 1:43 PM,06/Oct/17 1:39 PM,27/Sep/17 10:48 AM,Done in 2017-09,,,Calendar & System finder,,,6.0,6.0
RDHD-22357,1056354,,[MT] Add Personal Repository for RB,New User Request,Ready for Acceptance,Done,lutz.christoph,21/Sep/17 1:33 PM,12/Oct/17 10:00 AM,25/Sep/17 6:26 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22359,1056373,,Submit all reviews: Add all comments call should be added after completion of creation of all generated review,Enhancement,Closed,Done,sachin.nadgouda,21/Sep/17 2:52 PM,07/Nov/17 4:23 PM,10/Oct/17 4:09 PM,Done in 2017-10,,,Code Review Tool,,,4.0,4.0
RDHD-22360,1056374,,Submit all reviews: Validation of given CR and reviewers should be done once for submit all reviews,Enhancement,Closed,Done,sachin.nadgouda,21/Sep/17 2:54 PM,07/Nov/17 4:24 PM,10/Oct/17 4:10 PM,Done in 2017-10,,,Code Review Tool,,,4.0,4.0
RDHD-22412,1057049,,smartbuild test status is shown as pending although the test has passed long time ago,Bug,Closed,Duplicate,PS.alten-tooling,26/Sep/17 8:53 AM,06/Oct/17 1:39 PM,28/Sep/17 10:32 AM,Done in 2017-09,,,Autoverify,,,,
RDHD-22418,1057101,,automated rpm test: create  snapshots  of VM    (enh #1),Task,Ready for Acceptance,Done,lutz.christoph,26/Sep/17 2:50 PM,01/Feb/18 11:03 AM,13/Oct/17 9:26 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,4.0,4.0
RDHD-22420,1057109,,TDD :  implement simple  pyunit  test   example,Task,Ready for Acceptance,Done,lutz.christoph,26/Sep/17 3:21 PM,06/Nov/17 11:00 AM,06/Oct/17 2:03 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,4.0,4.0
RDHD-22438,1057432,,No message when wrong password is entered,Bug,Closed,Done,sachin.nadgouda,28/Sep/17 8:59 AM,07/Dec/17 4:45 PM,09/Nov/17 10:17 AM,Done in 2017-11,,,Code Review Tool,,,6.0,6.0
RDHD-22442,1057502,,Reviewtool: rspec faling on redhat 5 and tsting the new deployment,Enhancement,Closed,Done,sachin.nadgouda,28/Sep/17 1:36 PM,07/Nov/17 4:23 PM,05/Oct/17 9:30 AM,Done in 2017-10,,,Code Review Tool,,,2.0,3.0
RDHD-22451,1057582,,incorrect access codereview tool from wetrack,Bug,Closed,Duplicate,PS.alten-tooling,29/Sep/17 8:01 AM,06/Oct/17 1:39 PM,29/Sep/17 9:11 AM,Done in 2017-09,,,Crucible (socreview),,,,
RDHD-22459,1057625,,Review tool doesn't work,Bug,Closed,Device issue / Test Case issue,sachin.nadgouda,29/Sep/17 10:45 AM,06/Oct/17 1:39 PM,29/Sep/17 2:47 PM,Done in 2017-09,,,Code Review Tool,,,0.0,0.0
RDHD-22467,1057692,,maintenance password for system finder for Granite systems,Task,Closed,Done,sachin.nadgouda,29/Sep/17 5:07 PM,07/Nov/17 4:23 PM,09/Oct/17 10:34 AM,Done in 2017-10,,,Resource Manager,,,2.0,2.0
RDHD-22512,1058439,,Get statistic data for instable regression tests,Task,Closed,Done,sachin.nadgouda,06/Oct/17 9:14 AM,07/Nov/17 4:23 PM,10/Oct/17 4:10 PM,Done in 2017-10,,,Autoverify,,,4.0,4.0
RDHD-22570,1058790,,smartconfig: get branch name from properties file,Bug,Closed,Done,sachin.nadgouda,10/Oct/17 2:07 PM,07/Nov/17 4:23 PM,13/Oct/17 9:18 AM,Done in 2017-10,,,smartconfig,,,6.0,6.0
RDHD-22574,1058915,,reservation not correct when working from different time zone,Bug,Confirmed,,sachin.nadgouda,10/Oct/17 7:52 PM,02/Mar/18 1:42 PM,,,,,Calendar & System finder,,,,
RDHD-22580,1059035,,"Additional ""notification contact"" field in resource manager",Task,Work In Progress,,sachin.nadgouda,11/Oct/17 12:14 PM,09/Mar/18 9:28 AM,,,,,Resource Manager,,,10.0,
RDHD-22597,1059266,,"automated rpm test: add unit tests to ""handle lifetime of VM"" code",Enhancement,Ready for Acceptance,Done,lutz.christoph,12/Oct/17 10:57 AM,01/Feb/18 11:03 AM,14/Nov/17 10:24 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-22650,1059782,,RHEL7.4 HV: Prepare repositories,Enhancement,Ready for Acceptance,Done,lutz.christoph,16/Oct/17 4:42 PM,06/Nov/17 10:59 AM,18/Oct/17 5:13 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,5.0,5.0
RDHD-22651,1059784,,RHEL7.4 HV: Prepare Kickstart files ,Enhancement,Ready for Acceptance,Done,lutz.christoph,16/Oct/17 4:43 PM,06/Nov/17 10:59 AM,20/Oct/17 12:38 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,5.0,5.0
RDHD-22652,1059785,,RHEL7.4 HV: Prepare specfile/YAMLfile migration script,Enhancement,Ready for Acceptance,Done,lutz.christoph,16/Oct/17 4:46 PM,06/Dec/17 10:48 AM,15/Nov/17 5:11 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-22653,1059786,,RHEL7.4 HV: Convert all our acm-* etc RPMs,Enhancement,Ready for Acceptance,Done,lutz.christoph,16/Oct/17 4:49 PM,01/Mar/18 2:03 PM,12/Feb/18 12:55 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-22654,1059787,,RHEL7.4 HV: Improve the goto_rhel7.4 script,Enhancement,Ready for Acceptance,Done,lutz.christoph,16/Oct/17 4:50 PM,01/Mar/18 2:03 PM,15/Feb/18 5:08 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-22659,1059886,,ResourceManager edit permissions for Evgeny Zusmanov should be restored after name change.,Task,Closed,Done,sachin.nadgouda,17/Oct/17 10:39 AM,07/Nov/17 4:24 PM,23/Oct/17 8:50 AM,Done in 2017-10,,,Resource Manager,,,2.0,2.0
RDHD-22710,1060600,,RHEL7.4 HV: acm-platform-test: Create Pattern File for /var/log/messages,Task,Work In Progress,,lutz.christoph,20/Oct/17 11:04 AM,08/Mar/18 11:47 AM,,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-22721,1060629,,RHEL7.4 WS: Convert all our acm-* etc RPMs,Task,Ready for Acceptance,Done,lutz.christoph,20/Oct/17 2:56 PM,06/Dec/17 10:49 AM,10/Nov/17 12:58 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-22722,1060630,,RHEL7.4 WS: Prepare a goto_rhel7.4 script,Task,Ready for Acceptance,Done,lutz.christoph,20/Oct/17 2:59 PM,08/Jan/18 10:51 AM,08/Dec/17 5:33 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,6.0,6.0
RDHD-22737,1060733,,Moogle should not allow modules without owner or manager,Bug,Closed,Fixed,sachin.nadgouda,23/Oct/17 11:14 AM,07/Dec/17 4:45 PM,06/Dec/17 10:31 AM,Done in 2017-11,,,Moogle,,,4.0,5.0
RDHD-22827,1062224,,"spec_helper: redundant platform info generated by ""release"" program",Bug,Ready for Acceptance,Fixed,lutz.christoph,02/Nov/17 4:07 PM,06/Dec/17 10:49 AM,07/Nov/17 4:44 PM,CDP Workstation-Team Backlog,,,,,,3.0,3.0
RDHD-22830,1062229,,SYSTEMFINDER: NO MAINTENANCE schedule on DEN possible,Bug,Closed,Done,sachin.nadgouda,02/Nov/17 4:49 PM,07/Dec/17 4:45 PM,08/Nov/17 7:08 AM,Done in 2017-11,,,Calendar & System finder,,,3.0,3.0
RDHD-22846,1062322,,moogle errors to jenkins.support,Bug,Closed,Fixed,sachin.nadgouda,03/Nov/17 12:54 PM,07/Dec/17 4:45 PM,20/Nov/17 9:59 AM,Done in 2017-11,,,Moogle,,,6.0,8.0
RDHD-22891,1062833,,RHEL7.4 WS: acm-ws-conf does not en-/disable some services,Task,Closed,Fixed,lutz.christoph,08/Nov/17 9:59 AM,07/Dec/17 4:48 PM,13/Nov/17 5:35 PM,CDP Workstation-Team Backlog,Done in Nov 2017,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-22919,1063122,,testsystem finder: Manual reservation issue,Bug,Closed,Fixed,sachin.nadgouda,09/Nov/17 9:48 AM,19/Jan/18 11:33 AM,04/Dec/17 3:27 PM,Done in 2017-12,,,Calendar & System finder,,,10.0,12.0
RDHD-22928,1063184,,Documnetation for scheduling system on rancher,Task,Closed,Done,sachin.nadgouda,09/Nov/17 2:54 PM,07/Dec/17 4:46 PM,13/Nov/17 1:48 PM,Done in 2017-11,,,Calendar & System finder,,,7.0,7.0
RDHD-22929,1063185,,Point for CR-117722,Bug,Closed,Done,sachin.nadgouda,09/Nov/17 2:58 PM,07/Dec/17 4:46 PM,09/Nov/17 2:59 PM,Done in 2017-11,,,,,,6.0,6.0
RDHD-22957,1063447,,smartconfig --offline failed,Bug,Closed,Duplicate,PS.alten-tooling,13/Nov/17 8:50 AM,07/Dec/17 4:45 PM,13/Nov/17 2:28 PM,Done in 2017-11,,,smartconfig,,,,
RDHD-22980,1063608,,HealthCheck did not mark WS as online after reboot,Bug,Closed,Done,sachin.nadgouda,13/Nov/17 7:56 PM,07/Dec/17 4:45 PM,17/Nov/17 9:44 AM,Done in 2017-11,,,Resource Manager,,,1.0,1.0
RDHD-23000,1063744,,RHEL7.4 WS: verify / update internal Installation docu for RHEL7.4 WS,Task,Ready for Acceptance,Done,lutz.christoph,14/Nov/17 2:55 PM,06/Dec/17 10:48 AM,16/Nov/17 10:40 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23009,1063841,,Please provide write access to tester resource manager,Task,Closed,Fixed,sachin.nadgouda,15/Nov/17 9:34 AM,07/Dec/17 4:45 PM,17/Nov/17 10:36 AM,Done in 2017-11,,,Resource Manager,,,2.0,2.0
RDHD-23016,1064189,,java warnings report: rufus scheduler not working and wrong moogle endpoint.,Bug,Closed,Fixed,sachin.nadgouda,15/Nov/17 1:59 PM,07/Dec/17 4:45 PM,20/Nov/17 10:00 AM,Done in 2017-11,,,,,,4.0,4.0
RDHD-23019,1064213,,Scheduler did not schedule QC tests on several systems in DEV group,Bug,Closed,Done,sachin.nadgouda,15/Nov/17 3:38 PM,07/Dec/17 4:45 PM,16/Nov/17 1:17 PM,Done in 2017-11,,,,,,2.0,2.0
RDHD-23020,1064224,,CLONE - smartbuild / build analyzer combo does not trigger on its own error messages.,Bug,Closed,Done,sachin.nadgouda,15/Nov/17 4:51 PM,07/Dec/17 4:45 PM,15/Nov/17 4:52 PM,Done in 2017-11,,,Autoverify,BuildAnalyzer,Test Suites / Test Framework,8.0,8.0
RDHD-23032,1065523,,sw can't set workspace on RHEL5 WS,Bug,Closed,Done,sachin.nadgouda,16/Nov/17 11:23 AM,07/Dec/17 4:45 PM,23/Nov/17 7:36 AM,Done in 2017-11,,,sw (set workspace),,,1.0,1.0
RDHD-23039,1065538,,sw: SSL error on RHEL5,Bug,Closed,Duplicate,PS.alten-tooling,16/Nov/17 1:49 PM,07/Dec/17 4:45 PM,16/Nov/17 2:25 PM,Done in 2017-11,,,sw (set workspace),,,,
RDHD-23056,1065828,,rollout of  DTS 6   as part of RHEL7.4  customer  environment,Task,Ready for Acceptance,Done,lutz.christoph,20/Nov/17 10:22 AM,01/Feb/18 1:44 PM,23/Jan/18 3:50 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23057,1065829,,rollout  of CLANG  (compiled against  DTS 6 or  7  gcc  version ),Task,Ready for Acceptance,Done,lutz.christoph,20/Nov/17 10:26 AM,01/Mar/18 2:04 PM,07/Feb/18 4:49 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23059,1065850,,Scheduling sometimes doesnt' work,Bug,Closed,Done,sachin.nadgouda,20/Nov/17 12:48 PM,07/Dec/17 4:46 PM,23/Nov/17 3:40 PM,Done in 2017-11,,,Calendar & System finder,,,6.0,6.0
RDHD-23131,1066622,,RHEL7.4: three rpms have a wrong release-syntax (1el7 instead of 1.el7),Bug,Ready for Acceptance,Fixed,lutz.christoph,23/Nov/17 5:22 PM,06/Dec/17 10:47 AM,27/Nov/17 5:28 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,4.0,4.0
RDHD-23134,1066705,,Please provide permissions to do maintenance reservations for GRANITE bench systems in test system calendar,Task,Closed,Done,sachin.nadgouda,24/Nov/17 10:30 AM,19/Jan/18 11:33 AM,08/Dec/17 2:47 PM,Done in 2017-12,,,Calendar & System finder,,,4.0,4.0
RDHD-23136,1066719,,"support calendar server, system finder and resource manager for RH7.4 builds",Task,Closed,Done,sachin.nadgouda,24/Nov/17 11:00 AM,19/Jan/18 11:33 AM,05/Dec/17 3:33 PM,Done in 2017-12,,,Calendar & System finder,Resource Manager,,0.5,0.5
RDHD-23163,1067033,,CLONE - Creating a review fails when diff contains update from baseline,Bug,Closed,Done,sachin.nadgouda,27/Nov/17 11:05 AM,19/Jan/18 11:33 AM,04/Dec/17 3:27 PM,Done in 2017-12,,,Code Review Tool,,,14.0,12.0
RDHD-23193,1067385,,Enhance opf for goto_rhel7.4,Task,Ready for Acceptance,Done,lutz.christoph,28/Nov/17 5:30 PM,06/Dec/17 10:46 AM,30/Nov/17 4:33 PM,CDP Workstation-Team Backlog,,,,,,4.0,4.0
RDHD-23223,1067788,,RHEL7.4: after fresh install an error from addlinkdelay.sh in /var/log/messages,Bug,Ready for Acceptance,Fixed,lutz.christoph,30/Nov/17 11:07 AM,01/Feb/18 1:45 PM,17/Jan/18 10:20 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23245,1067884,,"What does ""smartconfig  online"" do",Bug,Closed,Duplicate,PS.alten-tooling,30/Nov/17 4:53 PM,07/Dec/17 4:45 PM,04/Dec/17 11:06 AM,Done in 2017-11,,,smartconfig,,,,
RDHD-23301,1068811,,change the 'to' mailaddr of bench system maintenance info mail,Task,Closed,Done,sachin.nadgouda,07/Dec/17 8:54 AM,06/Mar/18 4:14 PM,13/Feb/18 9:25 AM,Done in 2018-02,,,Calendar & System finder,,,0.0,0.0
RDHD-23305,1068857,, The link to reservation in the email regarding consecutive short builds is broken,Bug,Closed,Duplicate,PS.alten-tooling,07/Dec/17 1:30 PM,19/Jan/18 11:33 AM,09/Jan/18 3:10 PM,Done in 2017-12,,,Calendar & System finder,,,,
RDHD-23337,1069569,,RHEL7.4: goto_rhel7.4 needs checkpoint support,Enhancement,Closed,Done,lutz.christoph,13/Dec/17 11:57 AM,19/Jan/18 11:39 AM,29/Dec/17 10:40 AM,CDP Workstation-Team Backlog,Done in Dec 2017,,"Linux Environment, Workstations",,,6.0,6.0
RDHD-23343,1069618,,RHEL7.4: goto_rhel7.4 Script aborts at Z800 ,Bug,Ready for Acceptance,Fixed,lutz.christoph,13/Dec/17 4:58 PM,08/Jan/18 10:51 AM,29/Dec/17 10:40 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,6.0,6.0
RDHD-23356,1069743,,Points for tasks not assigned to me,Task,Closed,Done,sachin.nadgouda,14/Dec/17 2:39 PM,19/Jan/18 11:33 AM,14/Dec/17 2:42 PM,Done in 2017-12,,,,,,8.0,8.0
RDHD-23357,1069747,,RHEL7.4: after fresh install warnings from opf in /var/log/messages,Bug,Ready for Acceptance,Fixed by other CR,lutz.christoph,14/Dec/17 3:01 PM,01/Feb/18 1:45 PM,09/Jan/18 11:38 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23381,1070683,,Provide a new version of log4cxx,Task,Open,,lutz.christoph,18/Dec/17 11:05 AM,08/Mar/18 4:20 PM,,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-23386,1070731,,Data display consistency,Task,Closed,Duplicate,PS.alten-tooling,18/Dec/17 3:03 PM,19/Jan/18 11:33 AM,09/Jan/18 3:27 PM,Done in 2017-12,,,Resource Manager,,,,
RDHD-23406,1071077,,"Cooler Type field with wrong title,  labels in selection menu don't match",Bug,Closed,Done,sachin.nadgouda,20/Dec/17 10:20 AM,06/Mar/18 4:14 PM,14/Feb/18 9:20 AM,Done in 2018-02,,,Resource Manager,,,3.0,3.0
RDHD-23412,1071121,,Redhat 7.4 installation shows messages about unknown mimetypes,Enhancement,Ready for Acceptance,Not Fixed,lutz.christoph,20/Dec/17 4:02 PM,01/Mar/18 2:05 PM,02/Feb/18 12:28 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-23422,1071349,,git url status always shows build as failed complaining about file permissions in my Eclipse workspace,Bug,Closed,Duplicate,PS.alten-tooling,22/Dec/17 8:09 AM,19/Jan/18 11:33 AM,09/Jan/18 3:37 PM,Done in 2017-12,,,Autoverify,,,,
RDHD-23462,1071988,,Please add ant-contrib to RHEL7.2/RHEL7.4 developer platform,Enhancement,Ready for Acceptance,Done,lutz.christoph,03/Jan/18 2:48 PM,01/Feb/18 1:45 PM,11/Jan/18 1:39 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23498,1072430,,Wrong host name in the notification email regarding short build times,Task,Closed,Done,sachin.nadgouda,08/Jan/18 2:16 PM,06/Mar/18 4:14 PM,13/Feb/18 9:25 AM,Done in 2018-02,,,Calendar & System finder,,,0.0,0.0
RDHD-23512,1072686,,"psql: FATAL:  no pg_hba.conf entry for host ""::1"", user ""stdbr_rescue"", database ""postgres"", SSL off",Bug,Closed,Duplicate,PS.alten-tooling,09/Jan/18 9:55 AM,19/Jan/18 11:33 AM,09/Jan/18 10:09 AM,Done in 2017-12,,,Autoverify,,,,
RDHD-23515,1072724,,v93rnd_yumreposync: use groups file for repo RHEL7.4-RedHatDTS,Task,Open,,lutz.christoph,09/Jan/18 11:36 AM,07/Mar/18 11:11 AM,,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-23526,1072780,,Please add log4cxx development rpm version 0.10 to the internal Advantest repository.,Enhancement,Open,,lutz.christoph,09/Jan/18 10:10 PM,26/Feb/18 10:07 AM,,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-23531,1072849,,Add ant-junit and sources rpms to R&D target platform on RHEL 7.2+,Task,Ready for Acceptance,Done,lutz.christoph,10/Jan/18 10:54 AM,01/Feb/18 1:44 PM,24/Jan/18 3:16 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",RHEL7,,3.0,3.0
RDHD-23605,1073656,,Prepare configure_create_vm script to allow more the one kernel parameter,Task,Ready for Acceptance,Done,lutz.christoph,16/Jan/18 3:04 PM,01/Feb/18 1:46 PM,19/Jan/18 12:05 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23615,1073835,,RHEL7.4: enhance opf to exclusively update itself in the beginning,Bug,Ready for Acceptance,Fixed,lutz.christoph,17/Jan/18 11:54 AM,01/Feb/18 1:45 PM,18/Jan/18 2:18 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23633,1074155,,cleanup socrelmg filesystem    /data  ( used by AUTOVERIFY database )  ,Task,Closed,Done,sachin.nadgouda,18/Jan/18 4:58 PM,09/Feb/18 3:12 PM,26/Jan/18 9:33 AM,Done in 2018-01,,,,,,2.0,2.0
RDHD-23670,1074640,,Enhance opf with support for Personal Repositories,Enhancement,Ready for Acceptance,Done,lutz.christoph,23/Jan/18 3:03 PM,01/Mar/18 2:05 PM,05/Feb/18 10:41 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-23697,1075047,,RHEL7.4: vncserver started as service did not load the files from /etc/profile.d,Bug,Ready for Acceptance,Fixed,lutz.christoph,25/Jan/18 1:58 PM,06/Mar/18 11:00 AM,06/Mar/18 11:00 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-23717,1075203,,user accounts for R&D 93k system in MUC,New User Request,Closed,User / Usage Error,PS.alten-tooling,26/Jan/18 10:33 AM,09/Feb/18 3:12 PM,05/Feb/18 2:00 PM,Done in 2018-01,,,Calendar & System finder,,,,
RDHD-23857,1079061,,opf-update.cron: cannot access /etc/yum.repos.d/Personal-*.repo,Bug,Ready for Acceptance,Fixed,lutz.christoph,05/Feb/18 10:21 AM,01/Mar/18 2:04 PM,07/Feb/18 11:51 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23889,1079375,,acm-platform-test: v93qlink error,Bug,Ready for Acceptance,Fixed,lutz.christoph,07/Feb/18 9:01 AM,01/Mar/18 2:02 PM,20/Feb/18 11:51 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23904,1079465,,Update Java monitoring,Task,Closed,Done,sachin.nadgouda,07/Feb/18 4:25 PM,09/Mar/18 9:56 AM,22/Feb/18 11:24 AM,,,,Charts,,,8.0,8.0
RDHD-23917,1079623,1058915,Implement time zone in systemfinder in filters: check available systems ,Sub-task,Confirmed,,sachin.nadgouda,08/Feb/18 11:29 AM,02/Mar/18 1:40 PM,,,,,Calendar & System finder,,,,
RDHD-23918,1079625,1058915,Implement time zone in systemfinder: To create reservation,Sub-task,Confirmed,,sachin.nadgouda,08/Feb/18 11:32 AM,02/Mar/18 1:41 PM,,,,,Calendar & System finder,,,,
RDHD-23919,1079626,1058915,Implement timezone in Systemfinder: Modify reservation,Sub-task,Confirmed,,sachin.nadgouda,08/Feb/18 11:34 AM,02/Mar/18 1:41 PM,,,,,Calendar & System finder,,,,
RDHD-23920,1079628,1058915,Implement timezone in systemfinder: reservation time,Sub-task,Confirmed,,sachin.nadgouda,08/Feb/18 11:36 AM,02/Mar/18 1:41 PM,,,,,Calendar & System finder,,,,
RDHD-23921,1079629,1058915,Implement timezone in systemfinder: Manual reservation window,Sub-task,New,,sachin.nadgouda,08/Feb/18 11:38 AM,08/Feb/18 3:11 PM,,,,,Calendar & System finder,,,,
RDHD-23922,1079631,1058915,Implementing timezone in systemfinder: Close/create/cancel reservation,Sub-task,Confirmed,,sachin.nadgouda,08/Feb/18 11:42 AM,02/Mar/18 1:41 PM,,,,,Calendar & System finder,,,,
RDHD-23923,1079632,1058915,Implementing timezone in systemfinder: Analysis and impact areas,Sub-task,Closed,Done,sachin.nadgouda,08/Feb/18 11:42 AM,06/Mar/18 4:14 PM,16/Feb/18 10:52 AM,Done in 2018-02,,,Calendar & System finder,,,6.0,7.0
RDHD-23924,1079633,1058915,canceled automatic reservation should not have modification window,Sub-task,Confirmed,,sachin.nadgouda,08/Feb/18 11:44 AM,02/Mar/18 1:42 PM,,,,,Calendar & System finder,,,,
RDHD-23925,1079635,1058915,Implementing timezone in Resource manager: Analysis and impact area,Sub-task,New,,sachin.nadgouda,08/Feb/18 11:45 AM,08/Feb/18 3:11 PM,,,,,Calendar & System finder,,,,
RDHD-23926,1079636,1058915,Implementing timezone in calendar Server: Analysis and impact area,Sub-task,New,,sachin.nadgouda,08/Feb/18 11:46 AM,14/Feb/18 9:51 AM,,,,,Calendar & System finder,,,,
RDHD-23930,1079678,,rollout of CLANG plugin ,Task,Ready for Acceptance,Done,lutz.christoph,08/Feb/18 1:47 PM,01/Mar/18 2:03 PM,14/Feb/18 11:10 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-23996,1080416,,Rollout manually v93000_ure_udk_41_4-1.61-0.el7.x86_64             ,Task,Ready for Acceptance,Done,lutz.christoph,14/Feb/18 3:50 PM,01/Mar/18 2:03 PM,19/Feb/18 10:49 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-24002,1080499,,add and change the 'to' of benchsystem maintenance mail,Task,Closed,Done,sachin.nadgouda,15/Feb/18 1:15 PM,06/Mar/18 4:14 PM,23/Feb/18 9:29 AM,Done in 2018-02,,,Calendar & System finder,,,1.0,1.0
RDHD-24032,1080813,1079465,Java Warning Report: Create documentation,Sub-task,Closed,Done,sachin.nadgouda,20/Feb/18 10:04 AM,06/Mar/18 4:14 PM,26/Feb/18 11:29 AM,Done in 2018-02,,,,,,2.0,2.0
RDHD-24033,1080814,1079465,Java Warning Report: Take log file from Buildanalyzer,Sub-task,Closed,Done,sachin.nadgouda,20/Feb/18 10:06 AM,09/Mar/18 9:56 AM,06/Mar/18 4:30 PM,,,,,,,8.0,9.0
RDHD-24034,1080815,1079465,Java Warning Report: Count of serious warnings is not consistent.,Sub-task,Closed,Done,sachin.nadgouda,20/Feb/18 10:07 AM,06/Mar/18 4:14 PM,22/Feb/18 9:28 AM,Done in 2018-02,,,,,,5.0,5.0
RDHD-24041,1080858,,Enable Maintenace reservation Calendar,Task,Closed,Done,sachin.nadgouda,20/Feb/18 4:41 PM,06/Mar/18 4:14 PM,23/Feb/18 9:30 AM,Done in 2018-02,,,Calendar & System finder,,,2.0,2.0
