Issue key,Issue id,Parent id,Summary,Issue Type,Status,Resolution,Assignee,Created,Updated,Resolved,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Custom field (Estimated Points),Custom field (Actual Points)
RDHD-20328,1026401,,QC-Environment:   cmdline_create_vms  -> delete VTs configuration,Bug,Ready for Acceptance,Done,lutz.christoph,31/Mar/17 1:42 PM,02/May/17 3:43 PM,11/Apr/17 6:04 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.5,3.0
RDHD-20350,1027096,,ntp not active after installation of Recovery DVD E8000-13406_1703291603 initprod has to be fixed,Bug,Ready for Acceptance,Fixed,lutz.christoph,03/Apr/17 4:05 PM,31/Aug/17 6:17 PM,12/Apr/17 5:34 PM,CDP Workstation-Team Backlog,PD-Bundle RHEL7 406.0,,"Linux Environment, Workstations",,,,3.0
RDHD-20361,1027161,,SmartBuild: online test not available during maintenance reservation,Enhancement,Closed,Done,sachin.nadgouda,04/Apr/17 11:38 AM,04/May/17 5:16 PM,04/Apr/17 2:35 PM,Done in 2017-04,,,,,,0.0,0.0
RDHD-20389,1027400,,DISPLAY issue for RHEL7.2(DHCP) at Shanghai,Task,Ready for Acceptance,Cannot Reproduce,lutz.christoph,05/Apr/17 11:54 AM,02/May/17 3:43 PM,25/Apr/17 11:35 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,3.0
RDHD-20394,1027515,,rpmbuild: merge various specfile templates into one,Enhancement,Closed,Feature not implemented,lutz.christoph,05/Apr/17 5:43 PM,04/Jul/17 4:41 PM,20/Jun/17 3:02 PM,CDP Workstation-Team Backlog,Done in June 2017,,"Linux Environment, Workstations",,,,2.0
RDHD-20416,1027840,,Integration and master branch cannot be displayed,Bug,Closed,Done,sachin.nadgouda,07/Apr/17 1:19 PM,04/May/17 5:16 PM,07/Apr/17 3:10 PM,Done in 2017-04,,,Autoverify,,,0.0,0.0
RDHD-20498,1029254,,reviewtool always frozen in my workstation,Bug,Closed,Done,sachin.nadgouda,19/Apr/17 1:25 PM,06/Jun/17 1:15 PM,10/May/17 11:16 AM,Done in 2017-05,,,Code Review Tool,,,2.0,2.0
RDHD-20515,1029442,,calendar end time 24 is not accepted,Bug,Closed,Will not fix,PS.alten-tooling,20/Apr/17 1:12 PM,04/May/17 5:16 PM,21/Apr/17 8:33 AM,Done in 2017-04,,,Calendar & System finder,,,,
RDHD-20623,1030789,,cleanup /data filessytem on soctestav as 92% usage !,Task,Closed,Done,sachin.nadgouda,28/Apr/17 4:08 PM,06/Jun/17 1:15 PM,04/May/17 8:29 AM,Done in 2017-05,,,Autoverify,,,2.0,2.0
RDHD-20645,1030978,,Autoverify data model: veriify the query for retrieval of build information,Task,Closed,Done,sachin.nadgouda,02/May/17 1:16 PM,01/Aug/17 4:39 PM,14/Jul/17 10:16 AM,Done in 2017-07,,,Autoverify,,,0.0,0.0
RDHD-20713,1031967,,Ruby version problem for resource manager,Task,Closed,Done,sachin.nadgouda,09/May/17 9:55 AM,06/Jun/17 1:15 PM,10/May/17 11:16 AM,Done in 2017-05,,,Resource Manager,,,1.0,1.0
RDHD-20723,1032180,,Rename the Personal-RHEL7.2-KA/LPC/CK/VH repos to OS independend naming,Bug,Ready for Acceptance,Done,lutz.christoph,09/May/17 4:00 PM,05/Oct/17 10:27 AM,22/Sep/17 2:49 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-20727,1032286,,add error pattern for buildparser and autoverify parser,Enhancement,Closed,Done,sachin.nadgouda,10/May/17 10:31 AM,04/Jul/17 2:53 PM,23/May/17 10:48 AM,Done in 2017-06,,,Autoverify,,,5.0,5.0
RDHD-20729,1032300,,smart-install: unable to uninstall SmarTest tapes,Bug,Closed,Duplicate,PS.alten-tooling,10/May/17 12:02 PM,06/Jun/17 1:15 PM,10/May/17 4:40 PM,Done in 2017-05,,,smartinstall,,,,
RDHD-20733,1032360,,autoverify + BuildAnalyzer: 1 new test suite - INTEG_ICB_TEST  ,Enhancement,Closed,Done,sachin.nadgouda,10/May/17 5:31 PM,04/Jul/17 2:53 PM,02/Jun/17 9:29 AM,Done in 2017-06,,,Autoverify,,,6.0,6.0
RDHD-20734,1032421,, ate_tools: sudo commands Implementation,Enhancement,New,,PS.alten-tooling,11/May/17 8:39 AM,03/Nov/17 2:37 PM,,,,,smartbuild,,,,
RDHD-20745,1032545,,sw doesn't show all workspaces compared to previous version,Bug,Closed,Done,sachin.nadgouda,11/May/17 5:14 PM,06/Jun/17 1:15 PM,22/May/17 3:12 PM,Done in 2017-05,,,sw (set workspace),,,4.0,5.0
RDHD-20756,1032726,,bash completion does not work,Enhancement,Open,,lutz.christoph,12/May/17 4:26 PM,02/Feb/18 3:35 PM,,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-20782,1032927,, autoverify + BuildAnalyzer: 1 new test suite - INTEG_EIGER_TEST  ,Enhancement,Closed,Done,sachin.nadgouda,15/May/17 5:51 PM,01/Aug/17 4:40 PM,27/Jun/17 1:52 PM,Done in 2017-07,,,Autoverify,,,6.0,7.0
RDHD-20796,1033273,,"List of current DISABLED TESTs in INTEG, FW and COMPONENT test frameworks",Task,Closed,Done,sachin.nadgouda,17/May/17 10:31 AM,04/Jul/17 2:53 PM,06/Jun/17 9:01 AM,Done in 2017-06,,,Autoverify,,,5.0,5.0
RDHD-20840,1033623,,[GIT][RH7] smartconfig: Need to switch workstation to Joker license mode for FW_TEST for ST7,Enhancement,Closed,Done,sachin.nadgouda,18/May/17 6:21 PM,13/Nov/17 9:32 AM,17/Jul/17 9:27 AM,Done in 2017-08,,,smartbuild,,,17.0,17.0
RDHD-20885,1034627,,acm-platform-test reports: several service-files have wrong permissions,Enhancement,Closed,Fixed,lutz.christoph,23/May/17 9:07 AM,06/Jun/17 1:17 PM,24/May/17 12:41 PM,CDP Workstation-Team Backlog,Done in May 2017,,"Linux Environment, Workstations",,,,7.0
RDHD-20921,1034859,,"Script ""/opt/acm-nvidia/acm-nvidia status"" should end with a valid return code",Bug,Ready for Acceptance,Fixed,lutz.christoph,24/May/17 11:22 AM,01/Sep/17 11:46 AM,15/Aug/17 10:50 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-20927,1034897,,RHEL7.2: update from RHEL7.0 fails (goto_rhel7.2),Bug,Ready for Acceptance,Fixed,lutz.christoph,24/May/17 2:19 PM,01/Aug/17 11:48 AM,19/Jul/17 2:23 PM,PD-Bundle RHEL7 406.0,,,"Linux Environment, Workstations",,,,5.0
RDHD-20931,1034911,,"Script ""/opt/acm-trim/acm-trim status"" should end with a valid return code",Bug,Ready for Acceptance,Fixed,lutz.christoph,24/May/17 4:13 PM,01/Sep/17 11:46 AM,23/Aug/17 12:06 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-20950,1035301,,No FeatBuild logs again !!!,Bug,Closed,Done,sachin.nadgouda,29/May/17 10:54 AM,04/Jul/17 2:53 PM,01/Jun/17 10:26 AM,Done in 2017-06,,,Autoverify,,,0.0,0.0
RDHD-20960,1035380,,"NO EWC_TEST, EWCSCA_TEST results even if they were executed",Bug,Closed,Done,sachin.nadgouda,29/May/17 3:41 PM,04/Jul/17 2:53 PM,08/Jun/17 9:57 AM,Done in 2017-06,,,Autoverify,,,5.0,5.0
RDHD-20974,1035507,,switch_version support tasks,Task,Closed,Done,sachin.nadgouda,30/May/17 5:07 PM,05/Sep/17 1:36 PM,25/Jul/17 10:18 AM,Done in 2017-08,,,switch_version,,,7.0,7.0
RDHD-20984,1036568,,Resource Manager: Login and edit rights for Evgueni Zousmanov,Task,Closed,Done,sachin.nadgouda,31/May/17 9:05 AM,04/Jul/17 2:53 PM,01/Jun/17 3:48 PM,Done in 2017-06,,,Resource Manager,,,0.0,0.0
RDHD-20991,1036615,,Change change contact data for user jan.arnold,Task,Closed,Done,sachin.nadgouda,31/May/17 12:50 PM,01/Aug/17 4:40 PM,29/Jun/17 11:00 AM,Done in 2017-07,,,Calendar & System finder,Resource Manager,,2.0,3.0
RDHD-20992,1036617,,Users anton.seger need rights to create maintenance reservations.,Task,Closed,Done,sachin.nadgouda,31/May/17 12:57 PM,04/Jul/17 2:53 PM,06/Jun/17 9:00 AM,Done in 2017-06,,,Resource Manager,,,1.0,1.0
RDHD-20996,1036655,,/data filesystem socrelmg ~99.7 % used !!! -> cleanup asap needed  !,Task,Closed,Done,sachin.nadgouda,31/May/17 2:14 PM,15/Aug/17 5:32 PM,06/Jun/17 9:00 AM,Done in 2017-06,,,Autoverify,,,3.0,3.0
RDHD-21007,1036832,,QC-Environment:  socvm167  acm-verify failure,Bug,Closed,Cannot Reproduce,lutz.christoph,01/Jun/17 2:59 PM,04/Jul/17 4:43 PM,09/Jun/17 10:39 AM,CDP Workstation-Team Backlog,Done in June 2017,,"Linux Environment, Workstations",,,,3.0
RDHD-21016,1036938,,Unable to create review with reviewtool because of timeout,Bug,Closed,Done,sachin.nadgouda,02/Jun/17 8:40 AM,04/Jul/17 2:53 PM,12/Jun/17 9:10 AM,Done in 2017-06,,,Code Review Tool,,,3.0,3.0
RDHD-21077,1039409,,"QC-Environment:  acm-verify fehler mit ""br_instruments"" und firewall",Bug,Ready for Acceptance,Cannot Reproduce,lutz.christoph,09/Jun/17 4:04 PM,04/Jul/17 4:42 PM,29/Jun/17 1:12 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21143,1040339,,No FeatBuild logs again!,Bug,Closed,Done,sachin.nadgouda,20/Jun/17 8:33 AM,04/Jul/17 2:53 PM,23/Jun/17 3:03 PM,Done in 2017-06,,,Autoverify,,,2.0,2.0
RDHD-21166,1040543,,QC-Environment:  check_mk : proc_nfs-server  Problem auf allen QC - HV,Bug,Ready for Acceptance,Done,lutz.christoph,21/Jun/17 9:41 AM,04/Jul/17 4:42 PM,29/Jun/17 1:22 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21172,1040664,,rpm-modification: delete script=savehost.central  in acm-bbn-hv-conf,Bug,Ready for Acceptance,Fixed,lutz.christoph,21/Jun/17 2:25 PM,04/Jul/17 4:41 PM,22/Jun/17 11:08 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21176,1040687,,BuildAnalyzer not showing results of latest quality checks,Bug,Closed,Done,sachin.nadgouda,21/Jun/17 3:40 PM,04/Jul/17 2:53 PM,26/Jun/17 4:49 PM,Done in 2017-06,,,Autoverify,,,3.0,3.0
RDHD-21182,1040767,,Autolog has hard coded requirement for Java 7,Task,Closed,Done,sachin.nadgouda,22/Jun/17 8:49 AM,01/Aug/17 4:40 PM,10/Jul/17 9:30 AM,Done in 2017-07,,,Autoverify,,,4.0,4.5
RDHD-21201,1040974,,QC-Environment:  acm-verify message bzgl X-on-vt,Bug,Ready for Acceptance,Will not fix,lutz.christoph,23/Jun/17 10:14 AM,01/Aug/17 11:45 AM,06/Jul/17 12:03 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,5.0
RDHD-21214,1041057,,RHEL7.4: remove v93000_eclipse_3.8 from RHEL7 platform,Enhancement,Ready for Acceptance,Done,lutz.christoph,23/Jun/17 4:32 PM,06/Dec/17 10:47 AM,20/Nov/17 4:56 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-21233,1041210,,QC slave: sporadic jenkins connection issue at reboot of the VM ( e.g.:  socvm490  ),Bug,Ready for Acceptance,Incomplete,lutz.christoph,27/Jun/17 8:16 AM,01/Aug/17 11:47 AM,19/Jul/17 2:22 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,5.0
RDHD-21235,1041224,,No SmartBuild logs!!!,Bug,Closed,Done,sachin.nadgouda,27/Jun/17 9:03 AM,04/Jul/17 2:53 PM,29/Jun/17 10:57 AM,Done in 2017-06,,,Autoverify,,,0.0,0.0
RDHD-21237,1041226,,No SmartBuild logs!!!,Bug,Closed,Done,sachin.nadgouda,27/Jun/17 9:04 AM,04/Jul/17 2:53 PM,29/Jun/17 10:57 AM,Done in 2017-06,,,BuildAnalyzer,,,1.0,1.0
RDHD-21238,1041227,,No SmartBuild logs!!!,Bug,Closed,Done,sachin.nadgouda,27/Jun/17 9:06 AM,04/Jul/17 2:53 PM,29/Jun/17 10:57 AM,Done in 2017-06,,,Autoverify,,,0.0,0.0
RDHD-21239,1041228,,No SmartBuild logs!!!,Bug,Closed,Done,sachin.nadgouda,27/Jun/17 9:07 AM,04/Jul/17 2:53 PM,29/Jun/17 10:58 AM,Done in 2017-06,,,Autoverify,,,0.0,0.0
RDHD-21260,1041450,,Please add development packages for 'editline' library to the developer environment,Enhancement,Ready for Acceptance,Fixed,lutz.christoph,28/Jun/17 9:55 AM,01/Sep/17 11:44 AM,09/Aug/17 11:52 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21279,1041844,,User anton.seger need rights to create maintenance reservations,Task,Closed,Done,sachin.nadgouda,29/Jun/17 11:13 AM,04/Jul/17 2:53 PM,29/Jun/17 1:05 PM,Done in 2017-06,,,Resource Manager,,,1.0,1.0
RDHD-21288,1041917,,reviewtool crashes chrome and firefox,Bug,Closed,Done,sachin.nadgouda,29/Jun/17 3:44 PM,04/Jul/17 2:53 PM,30/Jun/17 1:20 PM,Done in 2017-06,,,Code Review Tool,,,0.5,0.5
RDHD-21316,1042263,,RHEL7.4: HV: deploy rpm acm-portreserve-amt into correct repo (RHEL7.4-Developer-HV),Task,Ready for Acceptance,Fixed,lutz.christoph,03/Jul/17 11:14 AM,01/Mar/18 2:02 PM,21/Feb/18 10:44 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-21326,1042390,,Request to suppress the need password for /usr/bin/switchLicenseMode.sh,Enhancement,Closed,Done,sachin.nadgouda,03/Jul/17 5:17 PM,05/Sep/17 1:36 PM,11/Jul/17 9:00 AM,CDP Workstation-Team Backlog,Done in 2017-08,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-21332,1042346,,Reviewtool: add most recent baseline to -x option as default.,Task,Closed,Duplicate,sachin.nadgouda,03/Jul/17 2:19 PM,04/Jul/17 4:00 PM,04/Jul/17 11:27 AM,Done in 2017-06,,,Code Review Tool,,,0.0,0.0
RDHD-21334,1042481,,Get data about online FW test sitemasked.tst.rb 0,Task,Closed,Will not fix,sachin.nadgouda,04/Jul/17 10:14 AM,01/Aug/17 4:39 PM,06/Jul/17 2:03 PM,Done in 2017-07,,,Autoverify,,,0.0,0.0
RDHD-21382,1042853,,"build result of branch ""register_cockpit/master"" can't be found in buildanalyzer",Bug,Closed,Done,sachin.nadgouda,05/Jul/17 11:11 AM,01/Aug/17 4:40 PM,11/Jul/17 9:36 AM,Done in 2017-07,,,Autoverify,,,3.0,3.0
RDHD-21406,1043075,,test system finder shows not available systems after filter for time,Bug,Closed,Done,sachin.nadgouda,06/Jul/17 10:04 AM,05/Sep/17 1:36 PM,24/Aug/17 1:24 PM,Done in 2017-08,,,Calendar & System finder,,,6.0,7.0
RDHD-21414,1043179,,switch_version cannot support switching MTP in RHEL7,Bug,Closed,Duplicate,PS.alten-tooling,07/Jul/17 4:03 AM,13/Sep/17 3:45 AM,07/Jul/17 1:37 PM,Done in 2017-07,,,switch_version,,,,
RDHD-21422,1043268,,RHEL7.4: HV: deploy rpm acm-goto-rhel into correct repo (RHEL7.4-Developer-HV),Enhancement,Ready for Acceptance,Fixed,lutz.christoph,07/Jul/17 1:40 PM,01/Mar/18 2:02 PM,21/Feb/18 10:46 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",RHEL7,,3.0,3.0
RDHD-21445,1043473,,Add points for tasks where task was not assigned to me,Task,Closed,Done,sachin.nadgouda,10/Jul/17 2:12 PM,07/Nov/17 4:24 PM,27/Oct/17 4:10 PM,Done in 2017-10,,,,,,13.0,13.0
RDHD-21448,1043527,,smartconfig doesn't create or verify workspace links,Enhancement,Closed,Done,sachin.nadgouda,10/Jul/17 3:45 PM,07/Nov/17 4:24 PM,10/Oct/17 9:56 AM,Done in 2017-10,,,smartconfig,,,10.0,11.0
RDHD-21455,1043648,,Test ticket for mail test,Note,Closed,Done,lutz.christoph,11/Jul/17 10:41 AM,01/Aug/17 4:51 PM,11/Jul/17 12:24 PM,Done in July 2017,,,,,,,0.0
RDHD-21504,1044483,,"LDAP Server change by IT for socsched and socmoogle, socrelmg  by 30-Jul-2017",Task,Closed,Done,sachin.nadgouda,13/Jul/17 1:19 PM,05/Sep/17 1:36 PM,21/Jul/17 3:02 PM,Done in 2017-08,,,Calendar & System finder,Moogle,,3.0,3.0
RDHD-21509,1044497,,ExtraBuildLog server  in container on new test server,Enhancement,Closed,Will not fix,PS.alten-tooling,13/Jul/17 2:29 PM,09/Feb/18 3:11 PM,08/Feb/18 3:35 PM,Done in 2018-01,,,ExtraBuildLog,,,,
RDHD-21552,1044834,,Fix v93rnd_access issue after install of a bar metal workstation,Bug,Ready for Acceptance,Fixed,lutz.christoph,17/Jul/17 11:39 AM,05/Oct/17 10:26 AM,25/Sep/17 6:06 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-21604,1046614,,Reviewtool: Merge Groups too cumbersome,Enhancement,Closed,Done,sachin.nadgouda,20/Jul/17 9:28 AM,07/Nov/17 4:24 PM,10/Oct/17 4:09 PM,Done in 2017-10,,,Code Review Tool,,,3.0,3.0
RDHD-21609,1046756,,Enhance scripts configure_create_vm and create_vm to handle kernel commandline parameters,Enhancement,Ready for Acceptance,Done,lutz.christoph,20/Jul/17 3:28 PM,01/Sep/17 11:43 AM,01/Aug/17 6:07 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21629,1046974,,review tool not useable due to elided single line root,Bug,Closed,Done,sachin.nadgouda,21/Jul/17 2:32 PM,13/Dec/17 10:26 AM,15/Aug/17 11:19 AM,Done in 2017-08,,,Code Review Tool,,,4.0,4.0
RDHD-21631,1047000,,Health service status - Mail:  modify distribution list,Task,Closed,Done,sachin.nadgouda,21/Jul/17 4:31 PM,01/Aug/17 4:40 PM,25/Jul/17 10:20 AM,Done in 2017-07,,,"Linux Environment, Workstations",,,1.0,1.0
RDHD-21632,1047008,,QC slave socvm487: disk I/O errors?  -- more data  to add to RedHat  call,Note,Closed,Fixed by other CR,lutz.christoph,21/Jul/17 5:27 PM,07/Mar/18 1:51 PM,07/Mar/18 1:51 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-21684,1047682,,Install Python3 on RHEL7,Task,Ready for Acceptance,Fixed,lutz.christoph,26/Jul/17 11:13 PM,01/Sep/17 11:44 AM,09/Aug/17 11:52 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21691,1047724,,QualityCheck server doesn't answer,Site-wide Infrastructure Problem,Closed,Fixed,PS.alten-tooling,27/Jul/17 9:29 AM,01/Aug/17 4:39 PM,27/Jul/17 10:12 AM,Done in 2017-07,,,QualityCheck,Resource Manager,,,
RDHD-21692,1047745,,"Enter review-related task and review objective only once, despite split by review owners",Enhancement,Closed,Done,sachin.nadgouda,27/Jul/17 11:15 AM,07/Nov/17 4:23 PM,10/Oct/17 4:09 PM,Done in 2017-10,,,Code Review Tool,,,2.0,2.0
RDHD-21700,1047862,,smartconfig requires about 90s to complete,Bug,Closed,Will not fix,PS.alten-tooling,28/Jul/17 7:21 AM,05/Sep/17 1:36 PM,15/Aug/17 1:14 PM,Done in 2017-08,,,smartconfig,,,,
RDHD-21735,1048532,,Dirty Cow: Roll out RHEL 7.2 RPMs in BBN for HV and Test,Task,Closed,Fixed,lutz.christoph,01/Aug/17 4:55 PM,01/Feb/18 1:48 PM,05/Jan/18 1:47 PM,CDP Workstation-Team Backlog,Done in Dec 2017,PD-Bundle Hypervisor 307.0,"Linux Environment, Workstations",,,2.0,2.0
RDHD-21780,1049115,,RHEL 7: Improve goto_rhel7.2 / make hard coded new kernel version dynamic,Enhancement,Ready for Acceptance,Done,lutz.christoph,03/Aug/17 3:16 PM,01/Sep/17 11:45 AM,09/Aug/17 2:07 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21788,1049177,,QC-Environment:  socvm302 ( 8 mb / extent ) hing -- collect data annd add to RH call,Note,Closed,Fixed by other CR,lutz.christoph,04/Aug/17 8:01 AM,07/Mar/18 1:51 PM,07/Mar/18 1:51 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,
RDHD-21801,1049293,,Deploy updated Clearlooks-Phenix rpm,Task,Ready for Acceptance,Done,lutz.christoph,04/Aug/17 3:14 PM,01/Sep/17 11:45 AM,11/Aug/17 10:19 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,2.0
RDHD-21812,1049559,,Install 'sh' package with/for python 3.4,Enhancement,Ready for Acceptance,Done,lutz.christoph,07/Aug/17 1:55 PM,01/Sep/17 11:46 AM,28/Aug/17 10:38 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,3.0
RDHD-21884,1050526,,System Finder  in container on new test server,Enhancement,Closed,Done,sachin.nadgouda,11/Aug/17 11:25 AM,06/Oct/17 1:39 PM,18/Sep/17 10:32 AM,Done in 2017-09,,,Calendar & System finder,,,12.0,12.0
RDHD-21900,1050763,,Investigation about change from nfs access to http access,Task,Grooming,,sachin.nadgouda,14/Aug/17 4:45 PM,06/Mar/18 1:38 PM,,,,,ExtraBuildLog,,,,
RDHD-21904,1050796,,"There is an error during execute ""smartconfig"" on RHEL7 not in BBN",Bug,Closed,Done,sachin.nadgouda,15/Aug/17 3:38 AM,06/Oct/17 1:39 PM,25/Sep/17 9:23 AM,CDP Workstation-Team Backlog,Done in 2017-09,,"Linux Environment, Workstations",,,2.0,3.0
RDHD-21925,1050927,,- /data filesystem socrelmg ~89.3 % used !!! -> cleanup  needed  !,Task,Closed,Done,sachin.nadgouda,15/Aug/17 5:32 PM,05/Sep/17 1:36 PM,16/Aug/17 3:50 PM,Done in 2017-08,,,Autoverify,,,2.0,2.0
RDHD-21963,1051337,,configure_create_vm -R interface problem when a VM exists,Bug,Closed,Fixed,lutz.christoph,18/Aug/17 11:52 AM,19/Jan/18 11:39 AM,06/Sep/17 1:52 PM,Done in Dec 2017,PD-Bundle Hypervisor 307.0,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-21971,1051380,,v93000_qlink_vm stops eth2 on update,Bug,Ready for Acceptance,Cannot Reproduce,lutz.christoph,18/Aug/17 4:00 PM,05/Oct/17 10:27 AM,13/Sep/17 11:17 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22023,1051883,,"goto_rhel7.2 verbessern, so das es eine URL eines BETA-Snapshot benutzen kann",Enhancement,Ready for Acceptance,Done,lutz.christoph,23/Aug/17 12:47 PM,05/Oct/17 10:29 AM,04/Sep/17 4:53 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22024,1051884,,"configure_create_vm verbessern, so das es eine URL eines BETA-Snapshot benutzen kann",Enhancement,Ready for Acceptance,Done,lutz.christoph,23/Aug/17 12:48 PM,05/Oct/17 10:29 AM,01/Sep/17 11:01 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22025,1051885,,"create_vm verbessern, so das es eine URL eines BETA-Snapshot benutzen kann",Enhancement,Ready for Acceptance,Done,lutz.christoph,23/Aug/17 12:48 PM,01/Sep/17 11:46 AM,29/Aug/17 2:33 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,3.0
RDHD-22026,1051886,,"ks_developer.cfg verbessern, so das es eine URL eines BETA-Snapshot benutzen kann",Task,Ready for Acceptance,Done,lutz.christoph,23/Aug/17 12:48 PM,05/Oct/17 10:29 AM,01/Sep/17 11:03 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22027,1051887,,"ks_developer.cfg verbessern, so dass die Installation in der seriellen console sichtbar ist (input für Jenkins-Log)",Enhancement,Ready for Acceptance,Done,lutz.christoph,23/Aug/17 12:49 PM,05/Oct/17 10:29 AM,06/Sep/17 1:50 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22032,1052010,,acm-trim status throws error,Bug,Ready for Acceptance,Fixed,lutz.christoph,23/Aug/17 2:37 PM,01/Sep/17 11:46 AM,30/Aug/17 1:48 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,,3.0
RDHD-22041,1052131,,"test system finder shows not available systems with time filter ""to""",Bug,Closed,Done,sachin.nadgouda,24/Aug/17 1:31 PM,09/Feb/18 3:11 PM,31/Jan/18 11:14 AM,Done in 2018-01,,,Calendar & System finder,,,6.0,6.0
RDHD-22086,1052656,,[MT] RPM libgnomeui-devel for RHEL7,Task,Ready for Acceptance,Done,lutz.christoph,30/Aug/17 4:53 AM,06/Nov/17 11:00 AM,17/Oct/17 10:13 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,5.0,5.0
RDHD-22119,1053018,,After update from 306 to 307 PDB some packages are missing vs a install of 307,Bug,Ready for Acceptance,Done,lutz.christoph,31/Aug/17 6:23 PM,05/Oct/17 10:27 AM,19/Sep/17 3:43 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22131,1053094,,automated rpm test: handle lifetime of VM,Task,Ready for Delivery,Done,lutz.christoph,01/Sep/17 9:52 AM,01/Feb/18 11:03 AM,16/Oct/17 11:06 AM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,5.0,5.0
RDHD-22146,1053409,,CLONE -Calendar Server in container on new test server,Enhancement,Closed,Done,sachin.nadgouda,04/Sep/17 12:34 PM,06/Oct/17 1:39 PM,18/Sep/17 10:35 AM,Done in 2017-09,,,Calendar & System finder,,,14.0,14.0
RDHD-22159,1053453,,Update set_boot_target script to handle also new nvme PCI Express SSD drives,Enhancement,Ready for Acceptance,Fixed,lutz.christoph,04/Sep/17 6:01 PM,05/Oct/17 10:27 AM,20/Sep/17 6:03 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22171,1053591,,Turn off all ASLR in R&D machines (including those for QC),Enhancement,Ready for Acceptance,Done,lutz.christoph,05/Sep/17 5:37 PM,05/Oct/17 10:25 AM,27/Sep/17 4:35 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,3.0,3.0
RDHD-22237,1054420,,Submit all reviews: Add comments in one rest api call instead of adding each comment separately.,Enhancement,Closed,Done,sachin.nadgouda,12/Sep/17 10:03 AM,07/Nov/17 4:23 PM,10/Oct/17 4:09 PM,Done in 2017-10,,,Code Review Tool,,,4.0,4.0
RDHD-22241,1054464,,[MT] create_vm -s option is not in help output,Bug,Ready for Acceptance,Fixed,lutz.christoph,12/Sep/17 11:30 AM,05/Oct/17 10:27 AM,25/Sep/17 4:31 PM,CDP Workstation-Team Backlog,,,"Linux Environment, Workstations",,,2.0,2.0
RDHD-22264,1054791,,healthcheck: should not be executed while system is manually reserved,Bug,Closed,Will not fix,PS.alten-tooling,14/Sep/17 10:15 AM,07/Dec/17 4:45 PM,10/Nov/17 3:15 PM,Done in 2017-11,,,Calendar & System finder,,,,
